Age,Income,LoanAmount,CreditScore,MonthsEmployed,NumCreditLines,InterestRate,LoanTerm,DTIRatio,Education,EmploymentType,MaritalStatus,HasMortgage,HasDependents,LoanPurpose,HasCoSigner,Default
34,46736,31055,669,22,2,11.57,60,0.13,PhD,Self-employed,Divorced,No,No,Education,Yes,0
39,102230,198077,786,51,2,13.14,36,0.24,PhD,Full-time,Married,No,No,Business,No,0
51,49348,50617,563,93,4,5.68,24,0.55,Master's,Full-time,Single,No,Yes,Auto,No,0
62,110453,234594,662,92,4,15.03,24,0.26,Bachelor's,Self-employed,Married,No,Yes,Business,Yes,0
58,137586,139747,608,79,4,3.97,48,0.46,High School,Part-time,Divorced,No,No,Home,No,0
46,101044,140241,392,40,4,17.21,24,0.61,High School,Full-time,Married,No,Yes,Business,Yes,0
21,73405,163985,760,107,3,6.62,12,0.7,PhD,Self-employed,Single,No,Yes,Home,No,0
22,115435,77030,527,0,2,8.37,36,0.45,Bachelor's,Part-time,Married,Yes,No,Business,Yes,0
28,148190,85961,620,113,2,14.94,36,0.74,Bachelor's,Self-employed,Divorced,Yes,Yes,Business,No,0
68,134672,151586,355,36,4,12.94,60,0.72,High School,Full-time,Divorced,No,Yes,Education,Yes,0
38,138393,25086,509,117,4,11.73,60,0.28,Master's,Unemployed,Single,No,No,Business,No,0
52,112415,232710,758,47,1,22.78,60,0.83,High School,Full-time,Married,Yes,Yes,Auto,Yes,0
29,66083,205473,731,21,2,16.6,12,0.62,High School,Self-employed,Divorced,No,Yes,Other,Yes,1
43,142999,241967,504,94,4,22.58,48,0.59,Master's,Unemployed,Divorced,No,Yes,Auto,No,0
68,19612,36360,463,0,3,3.23,60,0.39,Bachelor's,Part-time,Divorced,No,No,Home,No,0
36,64107,215420,624,63,2,15.77,60,0.81,High School,Self-employed,Married,No,No,Other,Yes,0
62,52831,145957,645,11,2,9.96,36,0.88,Bachelor's,Part-time,Married,Yes,No,Auto,No,0
24,71075,26893,468,30,3,5.54,48,0.21,Bachelor's,Unemployed,Divorced,No,Yes,Home,Yes,0
64,122494,217375,633,112,2,23.29,36,0.53,PhD,Self-employed,Married,No,No,Auto,Yes,0
24,38557,89689,337,19,3,15.23,48,0.51,Master's,Full-time,Single,Yes,Yes,Business,No,0
43,128551,8810,652,8,2,20.87,60,0.37,Master's,Part-time,Single,Yes,Yes,Education,No,0
57,63156,84148,390,102,3,11.35,36,0.4,High School,Unemployed,Single,No,Yes,Home,Yes,0
22,102749,247912,797,65,3,19.28,24,0.62,High School,Part-time,Married,Yes,No,Auto,Yes,0
38,40883,185309,834,43,1,9.63,12,0.59,Bachelor's,Unemployed,Married,No,No,Auto,Yes,0
31,36408,26316,537,33,3,9.49,36,0.72,Master's,Part-time,Divorced,Yes,No,Other,No,0
21,100112,173911,318,46,1,9.04,60,0.3,PhD,Self-employed,Divorced,No,No,Business,No,0
40,129757,205768,375,89,3,6.51,12,0.48,Master's,Part-time,Divorced,No,Yes,Home,Yes,0
59,120241,103091,743,79,1,10.74,48,0.45,High School,Part-time,Divorced,No,Yes,Education,No,1
37,67272,171484,772,104,2,18.77,48,0.82,High School,Self-employed,Single,No,No,Education,No,1
32,114192,92342,505,69,4,14.59,60,0.42,PhD,Part-time,Divorced,Yes,Yes,Other,Yes,0
67,115702,123886,349,42,3,11.87,60,0.29,High School,Unemployed,Single,Yes,Yes,Auto,No,0
69,136143,248185,843,66,4,23.59,36,0.54,Bachelor's,Self-employed,Divorced,No,Yes,Business,No,0
62,103181,20046,338,5,2,13.6,36,0.8,High School,Self-employed,Married,No,Yes,Home,No,0
46,77036,220146,389,5,3,19.63,12,0.59,High School,Self-employed,Single,Yes,Yes,Other,No,1
25,71133,92291,385,47,2,21.64,12,0.26,High School,Unemployed,Married,Yes,No,Business,No,1
58,26979,216959,554,113,1,24.94,12,0.22,High School,Self-employed,Divorced,Yes,Yes,Home,Yes,0
65,102334,169227,655,64,1,18.97,12,0.9,Bachelor's,Self-employed,Divorced,No,No,Education,Yes,0
36,104486,236066,697,23,3,13.93,12,0.71,Master's,Unemployed,Divorced,Yes,Yes,Other,Yes,0
65,117099,75580,401,16,2,2.28,36,0.69,Master's,Part-time,Single,Yes,Yes,Home,No,0
56,142584,8208,813,93,2,17.6,12,0.56,Master's,Full-time,Married,Yes,No,Other,Yes,0
63,61628,80407,560,90,4,12.34,60,0.54,Bachelor's,Unemployed,Divorced,No,No,Home,No,0
45,74930,165369,305,10,4,17.37,24,0.89,PhD,Self-employed,Divorced,Yes,No,Education,Yes,0
63,62209,82698,487,68,2,14.9,12,0.73,PhD,Self-employed,Married,Yes,No,Education,No,0
44,128405,74197,315,62,4,7.56,60,0.17,Bachelor's,Full-time,Single,Yes,No,Auto,Yes,0
21,104397,170371,641,59,4,22.77,48,0.74,PhD,Part-time,Married,Yes,No,Other,Yes,0
32,29000,101828,383,94,3,16.28,12,0.65,PhD,Part-time,Divorced,Yes,No,Auto,Yes,0
52,61847,159165,469,43,2,20.75,12,0.42,Master's,Unemployed,Divorced,No,No,Education,Yes,0
54,103796,200578,818,113,2,17.64,12,0.53,Bachelor's,Self-employed,Single,Yes,No,Business,No,0
18,37912,183631,739,42,2,2.58,48,0.81,High School,Part-time,Divorced,Yes,Yes,Home,No,0
20,135610,153164,575,1,2,10.86,36,0.11,Bachelor's,Self-employed,Married,Yes,Yes,Home,No,0
64,35116,195021,536,20,3,8.74,24,0.74,PhD,Unemployed,Married,No,No,Business,No,0
41,35739,160163,565,10,4,21.4,24,0.13,High School,Full-time,Single,No,Yes,Business,No,1
44,114831,172089,480,70,4,9.9,36,0.75,Master's,Unemployed,Divorced,No,Yes,Auto,No,0
57,56701,33160,478,116,4,17.97,24,0.88,PhD,Unemployed,Married,No,No,Business,No,0
53,122572,212831,473,40,1,14.47,60,0.39,Master's,Self-employed,Single,Yes,No,Other,Yes,0
51,134834,222051,697,61,1,7.3,12,0.74,Master's,Self-employed,Divorced,No,No,Other,Yes,0
46,65828,34841,597,9,2,11.2,36,0.59,High School,Unemployed,Single,Yes,No,Home,Yes,0
41,98260,195489,464,6,1,10.2,12,0.56,PhD,Self-employed,Married,Yes,Yes,Auto,Yes,0
41,149825,140740,423,101,3,16.21,24,0.64,Bachelor's,Unemployed,Single,Yes,No,Home,Yes,0
59,117503,241909,483,80,4,7.88,48,0.27,Master's,Full-time,Divorced,No,No,Home,No,0
21,38212,91734,511,104,3,22.18,36,0.65,High School,Part-time,Single,Yes,Yes,Education,No,0
20,48122,233966,602,14,4,9.72,24,0.58,PhD,Unemployed,Divorced,Yes,Yes,Education,Yes,1
51,76557,10729,735,91,2,5.14,12,0.18,PhD,Part-time,Single,No,Yes,Education,Yes,0
66,78356,68716,693,74,2,10.76,36,0.84,Master's,Self-employed,Divorced,Yes,No,Auto,Yes,0
40,116446,152342,417,115,3,17.84,24,0.28,PhD,Unemployed,Divorced,No,No,Business,No,0
69,106215,138493,519,33,1,17.44,36,0.72,Master's,Full-time,Single,Yes,No,Education,Yes,0
40,94758,49371,836,13,3,9.26,24,0.46,Bachelor's,Unemployed,Divorced,No,Yes,Home,Yes,0
62,49902,83241,404,73,3,7.41,48,0.58,High School,Self-employed,Single,No,No,Business,Yes,0
22,136552,149554,350,28,4,6.63,60,0.1,PhD,Self-employed,Single,No,Yes,Home,Yes,0
48,105762,190820,396,31,1,18.58,24,0.76,PhD,Unemployed,Single,Yes,No,Business,Yes,0
58,19142,94439,342,99,2,11.8,24,0.34,Master's,Unemployed,Divorced,Yes,No,Business,No,0
23,125212,36478,670,64,1,3.2,60,0.33,High School,Part-time,Divorced,Yes,Yes,Other,Yes,0
54,75490,25621,703,14,2,19.19,24,0.72,High School,Self-employed,Divorced,No,Yes,Education,Yes,0
27,55444,184237,619,73,1,21.58,12,0.55,Bachelor's,Part-time,Divorced,Yes,Yes,Business,Yes,0
57,28219,6345,745,117,4,20.33,48,0.68,High School,Part-time,Single,No,Yes,Auto,Yes,0
24,66612,154281,349,85,3,8.18,24,0.74,Master's,Unemployed,Single,No,Yes,Auto,No,0
56,112272,29975,847,18,3,2.02,48,0.77,High School,Unemployed,Single,No,Yes,Education,Yes,0
55,84859,51420,773,75,4,3.78,12,0.56,PhD,Self-employed,Married,Yes,Yes,Business,No,0
38,50337,102960,848,100,1,12.22,12,0.85,High School,Full-time,Married,No,Yes,Home,Yes,0
37,65234,41952,513,72,2,23.88,24,0.54,PhD,Full-time,Divorced,No,No,Home,No,0
20,99150,126901,653,109,3,6.94,36,0.81,Master's,Part-time,Married,Yes,No,Auto,Yes,0
68,136829,143835,771,46,3,16.1,36,0.64,High School,Unemployed,Divorced,No,No,Other,No,0
39,35487,54818,831,44,2,16.27,60,0.67,Master's,Part-time,Single,No,No,Auto,Yes,0
64,116053,41794,670,13,2,16.5,24,0.19,PhD,Full-time,Divorced,Yes,Yes,Education,Yes,0
21,50085,32198,570,65,3,2.09,36,0.19,High School,Full-time,Single,No,Yes,Other,Yes,0
45,90361,7178,731,94,2,16.26,48,0.32,Master's,Unemployed,Single,Yes,No,Home,Yes,0
29,132805,121686,337,106,4,2.37,60,0.17,Bachelor's,Full-time,Divorced,No,No,Other,Yes,0
55,103682,169945,637,11,1,3.98,12,0.58,Bachelor's,Full-time,Divorced,Yes,Yes,Home,Yes,0
68,24093,236902,585,42,3,11.85,24,0.83,PhD,Self-employed,Single,No,Yes,Business,No,0
53,30216,193806,770,16,3,19.04,60,0.62,PhD,Part-time,Married,Yes,No,Home,No,1
64,133598,178168,625,11,2,16.24,60,0.46,Master's,Full-time,Single,No,Yes,Education,No,0
58,68652,164537,351,13,3,5.16,60,0.44,PhD,Unemployed,Single,No,Yes,Auto,Yes,0
22,95946,98488,662,61,1,18.91,12,0.43,Master's,Self-employed,Divorced,No,Yes,Education,Yes,0
30,42796,172752,399,115,1,21.42,24,0.64,Bachelor's,Part-time,Married,Yes,Yes,Home,No,0
40,139074,163589,326,88,4,15.86,36,0.52,High School,Part-time,Single,No,No,Business,Yes,0
67,85183,222019,623,53,2,16.52,36,0.61,PhD,Part-time,Divorced,Yes,No,Other,No,0
47,131724,203597,600,3,1,15.28,60,0.28,Master's,Self-employed,Married,Yes,Yes,Auto,Yes,0
54,78289,80564,596,94,2,3.9,24,0.71,Master's,Unemployed,Single,No,No,Business,No,0
42,34692,96960,644,6,3,23.28,24,0.42,PhD,Self-employed,Single,Yes,Yes,Auto,Yes,0
65,121673,145019,342,23,1,9.2,12,0.49,High School,Full-time,Single,Yes,No,Other,Yes,0
44,17770,211250,435,74,4,14.39,60,0.49,Master's,Full-time,Divorced,No,No,Business,Yes,0
68,125009,108093,372,65,1,12.24,24,0.89,Bachelor's,Self-employed,Single,Yes,No,Other,No,0
31,110569,65606,748,67,4,6.92,36,0.78,Master's,Unemployed,Single,No,No,Education,Yes,0
65,93103,61198,549,51,4,14.8,12,0.42,High School,Full-time,Divorced,Yes,Yes,Auto,No,0
64,32367,170721,351,5,2,24.09,12,0.15,Bachelor's,Unemployed,Single,No,Yes,Home,Yes,0
53,139447,136020,717,72,1,7.49,24,0.58,High School,Full-time,Single,No,No,Home,No,0
56,127435,235784,796,65,1,2.3,60,0.4,Bachelor's,Full-time,Divorced,Yes,Yes,Auto,No,0
33,55641,98413,728,114,1,16.06,48,0.61,High School,Part-time,Married,Yes,Yes,Education,Yes,0
39,45329,130313,734,87,4,8.91,12,0.46,Bachelor's,Self-employed,Divorced,No,Yes,Auto,Yes,0
38,73667,178392,469,21,4,8.4,36,0.56,High School,Unemployed,Married,Yes,Yes,Other,Yes,0
38,142431,57713,714,60,2,14.09,12,0.15,PhD,Self-employed,Married,Yes,No,Education,No,0
25,55645,29180,480,43,1,14.6,36,0.54,PhD,Part-time,Married,Yes,Yes,Other,Yes,0
66,122311,140487,351,99,1,9.49,60,0.39,Master's,Self-employed,Married,Yes,No,Home,Yes,0
33,67993,249374,363,64,1,20.18,48,0.67,Bachelor's,Full-time,Divorced,Yes,No,Auto,No,0
48,83444,53292,622,54,2,6.56,12,0.53,Master's,Self-employed,Married,Yes,No,Auto,No,0
59,109195,206747,431,117,2,16.29,12,0.16,High School,Unemployed,Married,No,No,Other,Yes,0
27,111297,220030,406,11,1,15.64,24,0.7,PhD,Unemployed,Divorced,Yes,Yes,Other,Yes,0
49,140218,109274,663,63,3,21.4,24,0.43,PhD,Unemployed,Married,No,Yes,Other,Yes,0
51,138057,111464,731,50,3,12.56,48,0.65,Bachelor's,Self-employed,Divorced,Yes,No,Education,No,0
26,64042,119511,476,92,3,8.01,48,0.71,High School,Part-time,Married,Yes,Yes,Other,No,0
34,120374,173225,844,113,4,24.78,60,0.39,Master's,Full-time,Divorced,Yes,No,Auto,No,0
28,81795,69887,673,96,1,20.79,12,0.32,Master's,Self-employed,Divorced,Yes,No,Home,No,1
49,131465,187390,563,15,2,24.99,60,0.62,High School,Unemployed,Married,No,Yes,Education,No,0
27,91096,130909,519,17,2,17.13,12,0.62,Master's,Full-time,Divorced,No,No,Business,Yes,0
39,49959,48588,782,31,1,21.27,24,0.67,High School,Unemployed,Married,Yes,Yes,Business,No,0
34,88539,233537,518,56,1,22.59,24,0.17,Bachelor's,Unemployed,Divorced,No,Yes,Business,Yes,0
21,36810,218373,460,24,3,15.26,60,0.8,Master's,Part-time,Divorced,Yes,No,Home,No,0
65,134401,177942,811,99,4,3.82,36,0.74,Master's,Self-employed,Divorced,No,No,Other,No,0
69,47183,123616,848,58,4,13.04,36,0.51,High School,Unemployed,Married,Yes,No,Home,Yes,0
64,15074,135396,545,114,1,21.13,48,0.26,Bachelor's,Self-employed,Divorced,Yes,No,Auto,No,0
42,81956,211759,337,4,3,20.92,12,0.5,Bachelor's,Self-employed,Single,Yes,No,Other,No,0
38,137132,162799,354,76,2,15.58,12,0.46,Master's,Part-time,Single,Yes,No,Auto,No,0
54,129703,173324,652,21,1,4.73,36,0.46,Master's,Part-time,Married,Yes,Yes,Business,No,0
55,131895,207094,595,93,3,11.25,12,0.34,Master's,Full-time,Divorced,Yes,No,Business,No,0
66,22162,151788,434,39,3,22.93,36,0.11,PhD,Unemployed,Divorced,Yes,Yes,Education,Yes,0
18,60789,26233,465,99,3,9.2,24,0.36,High School,Full-time,Single,No,Yes,Other,Yes,0
42,137338,163814,805,69,1,12.36,36,0.74,Bachelor's,Full-time,Single,Yes,Yes,Business,No,0
68,66374,68976,513,82,3,21.32,60,0.53,High School,Part-time,Divorced,No,No,Business,Yes,0
53,133209,226144,340,116,4,13.95,36,0.24,High School,Unemployed,Married,Yes,No,Business,No,0
34,35716,247126,588,39,4,2.84,48,0.85,PhD,Self-employed,Married,No,No,Home,Yes,0
58,44691,94565,632,64,4,5.09,60,0.75,Master's,Full-time,Married,No,No,Business,Yes,0
41,51102,212196,386,108,4,16.37,36,0.86,Master's,Full-time,Divorced,Yes,No,Business,Yes,0
19,127239,138344,468,42,4,6.03,48,0.45,Bachelor's,Self-employed,Married,Yes,No,Auto,No,0
57,41614,99406,406,18,4,17.18,60,0.79,PhD,Unemployed,Single,Yes,No,Home,No,0
32,31778,21624,568,95,3,8.74,12,0.5,High School,Unemployed,Single,Yes,No,Home,No,0
49,95186,99688,687,22,3,7.25,36,0.77,PhD,Self-employed,Single,Yes,Yes,Business,No,0
56,101188,30182,802,36,2,13.29,12,0.77,Bachelor's,Full-time,Divorced,Yes,No,Business,Yes,0
23,36722,62894,598,74,4,4.41,48,0.21,Master's,Full-time,Single,No,No,Auto,Yes,0
18,83567,93391,303,20,2,13.84,36,0.88,PhD,Unemployed,Single,Yes,Yes,Auto,Yes,1
64,30404,98167,697,81,4,10.48,24,0.58,Master's,Full-time,Divorced,No,Yes,Business,No,0
40,31634,70798,840,94,4,4.43,24,0.39,PhD,Part-time,Married,Yes,Yes,Business,No,0
56,147752,87575,665,42,1,15.76,12,0.6,PhD,Full-time,Married,No,No,Business,No,0
34,47956,23902,366,77,3,20.04,60,0.19,Master's,Unemployed,Divorced,No,Yes,Other,Yes,0
51,123265,181026,674,35,1,23.93,24,0.64,Master's,Full-time,Married,No,Yes,Auto,Yes,0
58,67386,5487,769,59,3,24.56,36,0.64,Master's,Part-time,Divorced,Yes,Yes,Home,No,0
46,121121,39302,623,54,1,24.96,60,0.48,Bachelor's,Part-time,Married,No,No,Home,No,0
26,142176,184886,487,20,3,10.18,48,0.25,High School,Self-employed,Divorced,Yes,No,Home,Yes,0
30,101347,142744,580,35,4,9.09,48,0.44,High School,Full-time,Single,No,Yes,Other,No,0
23,142590,145199,590,90,3,14.12,24,0.33,High School,Self-employed,Married,No,No,Auto,No,0
23,103456,111784,801,99,1,19.63,36,0.42,Master's,Self-employed,Married,No,Yes,Business,No,0
37,82374,76947,375,65,2,19.67,48,0.84,Bachelor's,Part-time,Single,No,No,Auto,No,1
69,105316,171653,601,94,2,3.38,24,0.13,Master's,Self-employed,Divorced,Yes,Yes,Other,Yes,0
20,19755,74221,798,109,2,5.11,60,0.86,High School,Full-time,Single,No,Yes,Auto,No,0
34,61251,44779,569,13,3,8.14,36,0.49,PhD,Self-employed,Married,Yes,No,Education,Yes,1
66,89115,74104,544,68,4,20.64,48,0.3,Master's,Unemployed,Single,Yes,No,Education,No,0
29,69279,217713,699,78,1,24.51,48,0.38,Bachelor's,Self-employed,Single,No,Yes,Auto,Yes,0
65,110863,120250,763,74,1,6.45,12,0.84,Master's,Full-time,Married,Yes,Yes,Business,Yes,0
64,68750,13699,774,83,3,14.92,36,0.23,Bachelor's,Self-employed,Divorced,Yes,Yes,Education,No,0
62,55358,181978,330,28,4,18.93,60,0.66,High School,Full-time,Single,No,Yes,Home,Yes,1
18,38241,197655,791,51,1,16.63,60,0.49,Master's,Self-employed,Divorced,Yes,No,Other,Yes,1
34,124741,186733,490,91,2,6.35,48,0.14,Master's,Unemployed,Married,Yes,No,Education,Yes,0
20,116288,79187,554,43,4,15.19,36,0.72,Bachelor's,Part-time,Single,No,No,Home,Yes,0
43,104821,98662,336,71,3,2.42,24,0.12,Bachelor's,Self-employed,Married,Yes,No,Education,Yes,0
32,108969,60195,349,91,3,11.63,60,0.72,High School,Part-time,Married,Yes,Yes,Auto,No,1
53,107017,109293,592,14,4,15.97,60,0.13,High School,Unemployed,Divorced,No,Yes,Education,No,0
49,96366,139736,456,28,4,17.6,12,0.81,PhD,Part-time,Divorced,No,Yes,Other,No,0
49,78231,208473,731,34,4,12.27,24,0.33,Bachelor's,Unemployed,Divorced,Yes,No,Home,No,0
21,21479,151904,402,20,2,4.73,24,0.82,Master's,Unemployed,Married,Yes,No,Education,No,0
35,146455,9573,796,63,1,19.94,36,0.65,Master's,Part-time,Single,Yes,No,Other,Yes,0
66,118901,165977,619,40,1,20.94,24,0.77,PhD,Part-time,Divorced,No,Yes,Auto,Yes,0
36,64557,183002,488,104,3,16.09,12,0.73,Bachelor's,Unemployed,Divorced,No,No,Other,No,0
60,66923,216126,646,19,1,20.87,24,0.79,PhD,Full-time,Married,No,No,Auto,No,0
69,22231,39424,608,65,1,12.73,60,0.18,PhD,Full-time,Single,No,Yes,Auto,Yes,0
52,68187,52104,477,61,1,18.56,48,0.49,High School,Part-time,Single,Yes,Yes,Home,No,0
57,87738,89603,545,34,2,18.36,24,0.76,Master's,Part-time,Married,Yes,Yes,Education,No,0
31,15917,94898,675,33,1,9.67,48,0.36,Master's,Self-employed,Single,No,No,Auto,No,0
50,126457,80002,634,100,4,4.6,24,0.34,High School,Part-time,Divorced,Yes,No,Education,No,0
31,129163,88904,480,111,1,5.44,24,0.81,Bachelor's,Unemployed,Single,No,Yes,Business,Yes,0
51,22964,35638,637,92,4,12.16,12,0.18,Bachelor's,Full-time,Single,No,Yes,Education,No,0
21,70943,231789,799,63,4,12.52,12,0.65,Bachelor's,Full-time,Single,No,No,Education,Yes,0
41,65923,85465,492,1,2,3.8,48,0.51,Master's,Part-time,Married,Yes,No,Business,Yes,0
46,131790,209090,714,117,4,23.11,36,0.32,High School,Part-time,Married,Yes,No,Auto,No,0
36,16807,121667,444,30,1,7.66,24,0.73,High School,Self-employed,Divorced,No,Yes,Auto,No,0
23,148738,6945,672,61,3,5.76,12,0.5,Bachelor's,Unemployed,Single,Yes,No,Auto,Yes,0
50,136166,70821,775,1,3,3.95,48,0.8,PhD,Part-time,Married,No,No,Home,No,0
66,67852,231699,693,21,4,5.12,60,0.8,High School,Part-time,Married,Yes,No,Home,Yes,0
57,116693,40771,530,66,2,5.05,48,0.89,Bachelor's,Part-time,Single,Yes,Yes,Home,No,0
36,114368,193248,699,88,2,11.27,36,0.27,Master's,Full-time,Married,Yes,No,Other,Yes,0
18,44807,244143,341,53,2,6.5,12,0.25,Bachelor's,Self-employed,Divorced,Yes,No,Auto,No,0
22,87100,142498,699,91,3,4.29,60,0.65,Bachelor's,Part-time,Divorced,No,Yes,Business,No,0
44,37233,169499,551,87,2,7.13,60,0.38,PhD,Unemployed,Divorced,Yes,Yes,Education,Yes,0
33,137230,71712,328,38,1,7.44,48,0.59,Master's,Full-time,Single,Yes,Yes,Auto,Yes,0
23,22352,189648,471,25,2,4.23,60,0.81,PhD,Full-time,Married,No,Yes,Other,No,0
57,17414,55896,506,46,4,16.94,48,0.11,High School,Full-time,Divorced,No,Yes,Business,No,0
30,130102,83221,462,101,1,4.75,12,0.41,PhD,Self-employed,Divorced,No,Yes,Other,No,0
65,98906,130214,825,76,1,2.37,48,0.24,High School,Unemployed,Divorced,No,Yes,Auto,Yes,0
52,34560,22976,821,11,2,2.25,12,0.84,Bachelor's,Part-time,Divorced,No,No,Auto,Yes,0
36,113981,145127,382,30,3,14.6,12,0.67,PhD,Self-employed,Single,Yes,No,Education,Yes,0
29,72501,171795,319,9,4,4.2,24,0.13,Bachelor's,Full-time,Single,No,Yes,Home,No,0
33,114699,214496,647,4,3,5.23,36,0.26,PhD,Unemployed,Single,No,Yes,Auto,No,0
60,63322,199298,598,4,3,17.11,12,0.42,High School,Part-time,Single,Yes,Yes,Home,Yes,0
27,140326,223641,672,107,3,10.92,36,0.25,High School,Self-employed,Divorced,No,No,Auto,No,0
42,23420,183686,633,85,4,14.07,24,0.89,Bachelor's,Part-time,Single,No,No,Education,Yes,0
37,86415,97130,327,12,4,19.44,24,0.58,High School,Unemployed,Married,Yes,Yes,Auto,Yes,0
48,49649,111574,382,20,2,7.86,48,0.41,High School,Unemployed,Divorced,Yes,No,Home,Yes,0
21,46503,179797,436,65,4,7.08,60,0.77,PhD,Unemployed,Married,No,No,Business,Yes,0
61,37583,96219,745,104,4,22.57,60,0.79,Bachelor's,Full-time,Single,Yes,Yes,Education,No,0
40,76188,44537,588,83,3,8.58,60,0.2,PhD,Unemployed,Single,Yes,Yes,Education,No,0
19,35789,157248,803,96,4,12.11,48,0.5,PhD,Unemployed,Married,No,No,Home,No,0
39,104835,154734,388,95,4,4.96,48,0.88,PhD,Part-time,Married,Yes,Yes,Home,No,0
68,63210,9731,846,100,4,23.56,24,0.2,Bachelor's,Full-time,Divorced,Yes,Yes,Education,Yes,0
54,54462,113668,399,116,1,8.85,12,0.24,High School,Full-time,Married,No,No,Other,No,0
25,128611,120260,647,47,2,6.65,48,0.76,Master's,Full-time,Single,Yes,No,Auto,Yes,0
24,56686,174647,694,55,4,7.02,12,0.75,High School,Part-time,Married,Yes,Yes,Other,Yes,0
31,126622,18013,678,61,1,5.62,60,0.81,High School,Full-time,Divorced,No,No,Business,No,0
20,123322,191320,700,113,3,13.16,24,0.24,High School,Part-time,Married,No,Yes,Business,No,0
67,66562,165861,667,61,1,13.87,36,0.77,Master's,Self-employed,Divorced,No,No,Auto,No,0
33,95099,245782,846,9,3,8.08,36,0.57,PhD,Full-time,Married,Yes,Yes,Business,No,0
36,61918,184578,845,67,1,13.31,60,0.34,High School,Self-employed,Divorced,Yes,Yes,Education,Yes,0
68,74790,12759,666,117,1,5.5,60,0.7,Bachelor's,Self-employed,Single,No,No,Auto,No,0
35,56183,232348,318,13,2,4.63,48,0.59,Master's,Part-time,Single,Yes,No,Home,Yes,0
69,68811,192543,478,12,3,9.76,36,0.83,Bachelor's,Full-time,Divorced,Yes,No,Auto,Yes,0
33,146868,171963,680,16,3,11.57,48,0.26,PhD,Unemployed,Divorced,No,No,Other,No,0
25,116592,201346,809,55,4,15.65,48,0.46,Bachelor's,Full-time,Divorced,No,No,Home,Yes,0
50,90008,58998,464,56,3,15.46,12,0.74,High School,Full-time,Married,Yes,No,Home,No,0
66,87932,54975,557,51,1,23.5,12,0.15,Bachelor's,Part-time,Married,Yes,Yes,Other,No,0
29,45633,248228,581,100,1,17.38,60,0.81,High School,Full-time,Single,Yes,Yes,Home,No,0
28,140295,237377,320,43,3,19.83,48,0.53,Master's,Full-time,Divorced,Yes,Yes,Business,Yes,0
22,107529,132237,566,17,4,13.03,24,0.21,PhD,Full-time,Divorced,No,Yes,Home,No,0
44,149243,7750,409,56,4,20.27,60,0.55,Master's,Full-time,Divorced,Yes,No,Education,Yes,0
29,147512,143648,387,34,2,17.0,12,0.18,Bachelor's,Self-employed,Single,Yes,No,Business,Yes,0
34,93089,133546,579,6,2,11.13,36,0.23,PhD,Unemployed,Single,Yes,Yes,Business,No,1
23,37840,167595,323,50,2,18.7,48,0.75,PhD,Part-time,Single,No,No,Other,No,0
50,41294,170177,801,107,3,22.27,60,0.56,High School,Self-employed,Divorced,Yes,No,Other,No,1
22,95772,119941,719,11,1,5.65,24,0.52,Master's,Part-time,Divorced,Yes,No,Other,No,0
45,119231,249282,801,87,1,17.98,48,0.19,Bachelor's,Unemployed,Married,Yes,No,Education,Yes,0
31,15534,101380,428,115,2,15.83,60,0.16,PhD,Self-employed,Single,Yes,No,Education,No,1
22,126539,166401,770,111,1,18.18,24,0.68,Bachelor's,Unemployed,Married,Yes,Yes,Auto,No,0
50,119424,232500,470,34,1,17.6,60,0.5,High School,Part-time,Divorced,No,Yes,Auto,Yes,0
67,137449,89384,828,5,4,3.83,36,0.88,PhD,Unemployed,Married,Yes,No,Education,No,0
65,48502,166275,307,43,4,6.32,48,0.14,Master's,Part-time,Married,No,No,Business,No,0
58,20165,22167,362,39,3,17.02,36,0.66,Master's,Full-time,Divorced,Yes,No,Business,Yes,0
36,144336,96357,545,17,1,7.66,60,0.67,High School,Full-time,Divorced,No,No,Auto,No,0
39,104386,161385,323,82,3,13.42,36,0.28,Bachelor's,Part-time,Single,Yes,No,Other,Yes,0
22,23832,242810,530,106,3,6.12,12,0.49,Bachelor's,Self-employed,Married,Yes,No,Home,No,1
19,118771,66825,562,67,2,21.79,12,0.61,PhD,Unemployed,Divorced,Yes,Yes,Auto,Yes,0
47,103106,166317,848,43,3,8.77,12,0.17,Master's,Self-employed,Divorced,Yes,No,Other,Yes,0
